LATITUDE,LONGITUDE,PARCELNO,SALE_PRC,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality
28.70529183,-81.37077793,262087834401.0,226000.0,7159.0,1335.05,0.0,17075.24,70701.99,3805.87,60789.36,1420.39,7182.35,61,0.0,9,4.5
28.66153585,-81.47483343,252069068057.0,618000.0,10086.0,2639.97,0.0,993.4,66961.16,114.51,56874.08,6728.11,9837.7,11,0.0,4,4.0
28.73586948,-81.46020724,112095020415.0,365000.0,4743.0,1550.47,0.0,8197.51,59366.17,835.36,77157.42,3037.61,6013.45,37,0.0,5,4.5
28.65789038,-81.45348713,292089486713.0,513000.0,11344.0,3076.16,8000.0,854.0,59683.11,442.34,50526.87,20138.8,1649.69,40,0.0,5,4.5
28.42273345,-81.15401684,212407701486.0,148000.0,6002.0,1562.12,0.0,10065.14,77370.2,50.0,80000.0,500.0,2437.35,41,0.0,5,4.0
28.40915334,-81.54660495,292458422997.0,310000.0,5707.0,1209.0,0.0,5966.92,47358.83,2022.43,76399.67,5939.36,1809.35,12,0.0,2,4.0
28.3464364,-81.51279687,252164511896.0,266000.0,8422.0,1458.16,15000.0,9978.04,43763.77,287.11,80000.0,6678.91,200.0,42,0.0,5,4.0
28.36564555,-81.52351864,272236184673.0,564000.0,11792.0,3264.83,0.0,7442.2,63798.33,1412.81,80000.0,14926.14,4819.86,62,0.0,9,4.0
28.72194786,-81.36458957,252355043480.0,408000.0,8121.0,1641.66,0.0,2044.87,38448.37,2145.14,67704.46,8305.28,523.85,28,0.0,9,4.0
28.4093843,-81.25459371,292467562527.0,441000.0,7188.0,2129.99,0.0,1129.9,74048.32,524.95,64737.69,2026.43,1865.73,23,1.0,8,3.0
28.67282147,-81.27120751,142471490172.0,468000.0,9621.0,2543.53,50000.0,10570.21,48474.89,1716.37,63101.19,9647.81,2649.12,22,0.0,3,5.0
28.50480093,-81.27162974,332309354938.0,332000.0,8833.0,1544.33,15000.0,4695.67,65335.26,2103.16,40765.7,47658.29,5726.65,58,0.0,4,4.0
28.58783717,-81.22361729,302308067516.0,412000.0,6917.0,2028.0,8000.0,581.07,83354.71,317.08,59347.46,10595.46,8945.93,27,0.0,10,3.0
28.54860942,-81.23731534,262189997115.0,352000.0,8958.0,1536.06,0.0,6521.91,66058.85,550.31,51054.21,14199.92,9852.98,7,0.0,7,3.5
28.68205268,-81.47195116,202061566506.0,658000.0,9697.0,2814.29,20000.0,5565.49,48657.6,789.41,63102.41,30363.45,1269.7,10,0.0,9,3.0
28.60230981,-81.17819265,232218448648.0,393000.0,8675.0,1150.41,15000.0,770.53,52791.25,1270.46,77069.29,8247.7,6982.03,13,0.0,5,4.5
28.39824002,-81.26288534,192351187425.0,635000.0,10937.0,2453.18,0.0,5836.36,41365.71,474.58,65822.99,24603.45,783.76,28,1.0,6,3.0
28.46048612,-81.55432427,322448473529.0,336000.0,11203.0,1749.05,0.0,1791.6,38142.4,975.38,70077.91,7001.64,4785.06,5,0.0,7,4.0
28.3568365,-81.50174548,332170555766.0,441000.0,9166.0,1737.41,0.0,7165.88,38640.58,597.5,79525.75,43366.41,4102.75,40,0.0,10,5.0
28.33220889,-81.56287363,232147763426.0,368000.0,6277.0,1756.34,15000.0,1572.36,73275.96,286.61,80000.0,9332.89,1334.88,28,0.0,11,4.5
28.52094013,-81.55426836,212256606051.0,212000.0,7073.0,971.12,10000.0,2189.67,78251.7,1648.17,63387.17,6821.92,19499.24,27,0.0,10,2.0
28.6135986,-81.19563829,132268236632.0,169000.0,6360.0,911.38,0.0,2082.71,61961.4,2038.45,72242.74,4457.84,4245.71,12,0.0,12,3.0
28.45662219,-81.24011388,102062017023.0,594000.0,12257.0,2305.93,0.0,12191.39,45134.54,406.83,58533.26,6827.32,7156.76,28,0.0,3,4.5
28.40850108,-81.28617901,352074045295.0,491000.0,7452.0,1953.98,0.0,2388.65,65327.36,1067.54,58720.94,3047.82,4042.05,36,1.0,5,4.5
28.36163731,-81.35432153,352317329882.0,426000.0,10420.0,1443.87,0.0,3729.76,40969.83,2173.62,65851.01,19222.2,1154.48,36,0.0,6,4.0
28.52177998,-81.57856473,132444167882.0,688000.0,10709.0,2176.76,0.0,14644.59,45437.4,395.78,72325.75,13048.14,200.0,12,0.0,7,5.0
28.7459828,-81.21834131,352387636045.0,237000.0,6343.0,1543.96,30000.0,16025.5,71646.54,1859.6,80000.0,2772.46,18706.93,40,0.0,2,4.0
28.63680992,-81.17634521,132227090344.0,165000.0,4938.0,1150.59,25000.0,25293.21,42442.67,443.34,80000.0,3402.06,6686.23,24,0.0,8,4.0
28.52551653,-81.26674943,252112309717.0,473000.0,9011.0,1519.06,10000.0,10231.62,46037.45,5357.06,41166.88,2724.6,1080.01,40,0.0,9,4.0
28.42132642,-81.14610865,142027483568.0,1090000.0,15210.0,4355.21,8000.0,2149.67,77888.66,464.06,80000.0,60000.0,991.27,4,0.0,10,5.0
28.3265952,-81.56134312,252245445150.0,350000.0,9525.0,2557.59,0.0,14844.82,40198.41,2876.41,80000.0,28695.72,5239.82,11,0.0,8,5.0
28.64526175,-81.25706546,172027084877.0,250000.0,7888.0,1541.8,20000.0,3409.94,45182.52,312.17,59835.78,5492.06,6476.47,24,0.0,6,4.5
28.33106166,-81.31260306,292184745252.0,529000.0,6811.0,2265.41,30000.0,3976.94,76189.61,265.82,79147.39,21212.21,2644.03,61,0.0,4,4.0
28.72025857,-81.47075911,262078755418.0,473000.0,7186.0,1425.77,0.0,16831.33,84677.12,1174.71,74247.38,9412.57,1608.63,8,0.0,6,5.0
28.57834799,-81.40332047,262310765125.0,272000.0,8303.0,2197.55,0.0,1248.46,40890.85,4763.03,17270.58,9361.86,200.0,12,0.0,4,4.0
28.36929144,-81.18227263,292294167987.0,653000.0,7158.0,2268.24,8000.0,6922.43,50955.21,1029.19,80000.0,24583.57,704.16,26,0.0,12,3.5
28.57411402,-81.20524452,252092618390.0,357000.0,8326.0,2233.69,25000.0,7373.58,49398.03,354.58,63980.15,25589.72,12743.15,2,0.0,7,5.0
28.3921283,-81.26354559,192070106803.0,336000.0,8351.0,1981.85,0.0,4875.07,60753.96,85.67,68633.17,23840.59,16192.94,3,1.0,10,3.0
28.39646698,-81.25417439,202189906097.0,687000.0,20378.0,4037.87,0.0,4530.76,71357.66,178.65,68933.2,54608.35,3564.95,36,0.0,8,2.0
28.56276577,-81.43693268,322326761972.0,290000.0,5106.0,1302.05,0.0,1454.73,42150.61,192.26,22882.75,26884.98,10271.5,9,0.0,10,4.5
28.65655394,-81.45278025,302385345395.0,341000.0,8419.0,1804.96,25000.0,21413.78,69413.11,2938.66,50947.42,2728.08,5358.06,37,0.0,8,2.0
28.53379042,-81.61229132,162019031284.0,404000.0,9415.0,2359.02,0.0,2909.35,57578.77,761.82,80000.0,12737.63,200.0,58,0.0,11,3.0
28.63211965,-81.3059001,352144068142.0,292000.0,7136.0,1799.12,5000.0,200.0,41772.48,797.77,43342.85,39611.32,200.0,38,0.0,4,4.0
28.5193099,-81.25354218,142434531789.0,248000.0,5881.0,1303.07,0.0,8674.36,46663.19,294.67,45502.22,8683.65,2344.8,28,0.0,1,3.5
28.6024236,-81.19987362,182123261465.0,316000.0,11108.0,1944.94,50000.0,200.0,51169.38,3973.29,69776.89,13178.38,1083.13,27,0.0,5,4.0
28.37150701,-81.43851316,182132174105.0,492000.0,10833.0,2037.05,0.0,2699.69,81103.7,441.61,65433.27,1759.45,5826.54,7,0.0,4,4.5
28.44412854,-81.22622436,212083387316.0,692000.0,10051.0,2666.7,50000.0,15631.59,54832.07,2265.58,65519.06,27873.21,4071.71,1,0.0,8,4.0
28.38584049,-81.32549996,282130735032.0,793000.0,11818.0,2874.31,25000.0,822.07,76690.04,5949.83,58736.17,1886.27,7337.77,26,1.0,9,4.5
28.73118413,-81.25868309,332328218481.0,353000.0,7500.0,1387.74,0.0,8743.29,67242.94,50.0,80000.0,18545.35,7206.98,2,0.0,9,4.0
28.52725306,-81.42291672,352359267824.0,939000.0,15143.0,4375.45,0.0,26596.08,82898.52,1222.56,17058.7,5292.77,767.07,11,0.0,12,5.0
28.34954845,-81.24983079,302344031472.0,406000.0,7785.0,2018.32,0.0,231.8,41168.55,183.52,80000.0,5049.5,7897.02,42,0.0,3,3.5
28.70981067,-81.45666622,302195820616.0,197000.0,8123.0,1181.06,0.0,4832.95,71541.8,3494.36,68848.08,6052.1,4067.81,28,0.0,12,4.0
28.44609926,-81.61391319,162037240402.0,455000.0,7887.0,2097.57,0.0,4652.53,47946.52,1071.53,80000.0,16614.53,9925.35,3,0.0,8,5.0
28.61696067,-81.44422972,222146274820.0,329000.0,9270.0,1212.46,0.0,15923.23,52869.91,1297.56,36785.24,1082.26,5404.97,7,0.0,7,4.0
28.58227746,-81.56529217,102181227800.0,329000.0,7393.0,1327.13,0.0,5378.67,61419.53,617.9,68970.55,6963.35,5695.89,23,0.0,5,4.0
28.67623349,-81.21522612,262471411380.0,275000.0,9098.0,1675.34,10000.0,200.0,81557.93,2449.54,78504.9,15885.06,4063.11,26,0.0,10,4.0
28.36176953,-81.23846128,172415535965.0,615000.0,15356.0,3860.58,20000.0,10277.59,35375.42,1030.96,80000.0,20651.95,5223.25,27,0.0,11,3.0
28.66521071,-81.46492663,272063228066.0,379000.0,6292.0,1855.82,0.0,3456.3,36736.66,970.92,55982.0,29223.04,1685.82,41,0.0,4,4.0
28.38176919,-81.30673886,302059205421.0,507000.0,7428.0,2279.27,0.0,5182.43,74234.32,54.52,62679.1,4588.78,2196.68,8,1.0,5,3.5
28.34965225,-81.35815437,342165646720.0,243000.0,11038.0,1854.12,0.0,2806.25,48439.22,50.0,69170.24,32130.84,1423.48,41,0.0,6,3.5
28.56319133,-81.37693422,102420920578.0,344000.0,11365.0,1842.92,5000.0,5290.79,40249.2,1508.67,10164.3,3674.04,3090.11,27,0.0,11,3.0
28.66844692,-81.44025559,292172861746.0,363000.0,6618.0,1568.33,0.0,11854.78,71085.04,1165.04,52760.5,17340.04,25759.94,40,0.0,11,4.5
28.39993302,-81.24648735,302324704368.0,689000.0,9416.0,2562.26,20000.0,9074.52,35749.25,2449.81,69710.77,41477.03,307.62,12,0.0,5,3.0
28.54910362,-81.41294654,242364306754.0,648000.0,12194.0,2958.62,0.0,5082.3,41534.56,2155.93,13843.47,4075.23,200.0,40,0.0,4,3.5
28.47522209,-81.24063679,222340314174.0,728000.0,11287.0,3187.73,0.0,2490.81,36982.03,1776.84,55973.62,9777.72,821.32,3,0.0,4,4.5
28.69094176,-81.21880783,192472666352.0,526000.0,8774.0,2251.45,0.0,9414.18,37585.22,809.53,80000.0,10291.59,880.57,13,0.0,6,5.0
28.43485664,-81.12236714,152347113925.0,277000.0,8934.0,2516.4,0.0,3645.8,63590.14,2315.61,80000.0,26663.93,1909.55,27,0.0,6,4.5
28.34381188,-81.30090131,332095160323.0,468000.0,7907.0,2131.23,0.0,4877.96,38251.92,754.27,76416.14,4785.39,15552.49,9,0.0,6,5.0
28.45513923,-81.16141527,312106560146.0,306000.0,8405.0,1484.15,0.0,3201.67,49094.6,480.5,80000.0,1043.97,7329.78,38,0.0,6,3.0
28.32289452,-81.56422559,342023311830.0,376000.0,9164.0,2475.01,20000.0,2269.23,39488.81,878.59,80000.0,32502.89,5371.2,59,0.0,11,5.0
28.62171683,-81.19174957,122313850550.0,528000.0,8559.0,1964.11,50000.0,21187.89,84701.42,923.46,74713.05,24335.77,200.0,41,0.0,6,3.0
28.63797721,-81.1815688,352014493776.0,309000.0,7721.0,1229.16,0.0,14415.49,53761.82,638.15,79887.62,13453.5,6116.49,1,0.0,12,4.0
28.69644604,-81.35970771,222449494140.0,336000.0,8372.0,1336.14,20000.0,3816.73,66249.92,3368.15,58828.33,19445.05,22209.97,10,0.0,3,4.5
28.67224857,-81.45712064,252335697067.0,366000.0,7795.0,1882.46,0.0,7330.41,64534.25,363.1,56367.93,5464.54,4983.94,7,0.0,1,2.0
28.45227805,-81.23469522,142213796584.0,366000.0,8701.0,1827.16,20000.0,1594.02,72549.74,594.15,61424.1,11902.57,6398.48,25,0.0,3,2.0
28.32220234,-81.54534714,182359364514.0,411000.0,7704.0,2027.36,0.0,3076.33,62761.27,238.69,80000.0,17359.33,15121.17,42,0.0,6,5.0
28.51447216,-81.28804343,332457228995.0,487000.0,8947.0,2484.43,0.0,5001.72,47755.73,2941.8,34377.15,14366.0,2705.51,40,0.0,9,3.0
28.45430588,-81.24199182,322079574278.0,472000.0,6832.0,1837.03,0.0,12680.16,67009.23,195.55,58315.13,46022.47,398.9,24,0.0,11,4.0
28.62839071,-81.44029283,282294471000.0,573000.0,6212.0,1893.34,0.0,5308.16,41016.47,549.69,39141.3,7218.25,794.52,27,0.0,11,2.0
28.47315774,-81.22259192,242386795254.0,506000.0,14536.0,3743.51,0.0,263.96,36622.92,206.0,62377.19,45748.62,6962.32,24,0.0,9,3.5
28.42740083,-81.60116678,182125244398.0,270000.0,9734.0,1495.98,8000.0,16526.33,57216.38,300.09,80000.0,25424.19,428.99,25,0.0,1,3.5
28.5840133,-81.42967688,342118643474.0,440000.0,10724.0,1771.58,0.0,4879.26,74960.51,50.0,24471.94,999.89,14095.03,3,0.0,3,5.0
28.56775332,-81.44262088,242154040219.0,726000.0,8525.0,2097.77,0.0,36792.99,44357.8,618.5,25407.82,27111.64,2935.5,13,0.0,2,4.0
28.64593142,-81.18042325,232074204227.0,874000.0,15107.0,3614.06,0.0,1425.44,74853.17,50.0,80000.0,515.96,2927.61,24,0.0,11,3.5
28.38967421,-81.48726991,282144730768.0,381000.0,8070.0,1820.05,0.0,7999.62,62101.02,805.76,66867.49,3046.77,1114.02,37,0.0,2,4.0
28.56296704,-81.44075786,342422178225.0,516000.0,10905.0,2926.01,0.0,3908.88,54307.22,52.88,25097.51,599.81,1967.89,39,0.0,4,4.5
28.51490582,-81.28800183,262214839565.0,312000.0,4785.0,1340.69,0.0,2221.9,45218.56,74.77,34582.03,21830.15,1326.17,26,0.0,6,4.0
28.69963066,-81.34715706,102198909974.0,351000.0,7186.0,1549.62,0.0,817.67,72839.89,446.33,58973.77,2552.37,7328.39,22,0.0,2,4.5
28.36124364,-81.34899615,102023941963.0,295000.0,6538.0,1480.46,8000.0,14772.89,37875.53,1978.43,65771.25,37001.56,19412.97,2,0.0,5,4.5
28.56756986,-81.58216699,282044885997.0,476000.0,10891.0,1994.11,30000.0,12915.71,83038.52,436.25,73777.54,1656.56,1397.13,28,0.0,8,3.5
28.54895731,-81.19350669,222036582469.0,236000.0,8856.0,1225.6,15000.0,2368.64,65513.63,2723.64,67430.68,17057.55,3462.97,37,0.0,10,3.5
28.55252244,-81.40896963,332383909157.0,537000.0,8347.0,2432.66,5000.0,2750.98,77459.27,2178.76,12126.22,14938.0,11312.67,26,0.0,10,3.0
28.73669293,-81.24980453,312425287712.0,547000.0,11308.0,3251.11,0.0,433.27,73780.13,446.12,80000.0,7575.74,4053.42,4,0.0,7,3.5
28.52370076,-81.56011116,322402136460.0,890000.0,9764.0,2703.26,0.0,13304.42,75815.4,2525.58,65907.65,6749.34,6701.04,59,0.0,5,4.0
28.4509277,-81.35957375,152225303286.0,396000.0,8412.0,1868.76,0.0,4669.13,51634.98,672.02,31516.27,34725.92,6431.93,23,1.0,8,4.0
28.53589668,-81.53265087,252470256517.0,1193000.0,14536.0,4135.2,0.0,9225.13,77522.4,980.28,55573.89,38163.52,523.14,4,0.0,1,3.5
28.39053955,-81.49553743,262386643933.0,497000.0,7119.0,2119.59,5000.0,271.13,81202.19,3038.35,69012.47,10451.15,1348.89,27,0.0,12,3.0
28.57445162,-81.46045539,212197251094.0,367000.0,7567.0,1932.92,15000.0,21110.2,62640.58,5151.13,33245.74,3771.52,1990.58,6,0.0,3,4.0
28.4815761,-81.21460498,142352388251.0,349000.0,7332.0,1689.64,0.0,4268.26,46725.82,1867.33,64469.65,20092.3,19228.55,61,0.0,10,3.0
28.39588147,-81.26710225,252001359103.0,295000.0,8239.0,1627.96,0.0,39569.9,39984.58,662.92,65799.99,4027.31,638.53,28,1.0,8,4.0
28.44494089,-81.37457471,202192947158.0,435000.0,10688.0,1728.19,0.0,662.84,48918.11,1832.9,34980.18,14404.62,1870.99,10,0.0,1,4.5
28.38024323,-81.53007402,162064561428.0,215000.0,6575.0,994.26,0.0,2102.41,40108.17,2601.78,80000.0,18392.55,4380.04,6,0.0,6,4.5
28.54406257,-81.38027153,232043482417.0,209000.0,8248.0,1416.85,0.0,5339.0,82420.57,2526.63,2130.54,12714.22,1738.21,2,0.0,10,4.5
28.41960195,-81.23526963,332459474604.0,424000.0,7908.0,1586.8,0.0,5488.87,43218.41,605.16,68658.61,8241.72,507.83,7,0.0,9,4.5
28.62171748,-81.43514143,302444269458.0,273000.0,4779.0,1006.74,0.0,5763.88,68864.31,2710.38,36665.25,7516.81,7885.57,25,0.0,9,3.5
28.57746976,-81.18178938,172436029260.0,496000.0,11508.0,2663.12,0.0,4546.24,77393.3,4321.05,72623.12,25687.79,4662.17,24,0.0,8,3.5
28.31606702,-81.54981724,302418869232.0,215000.0,8468.0,1514.26,0.0,300.39,65695.7,3137.36,80000.0,2960.35,7022.88,39,0.0,12,4.0
28.45783606,-81.16848229,102200193659.0,372000.0,6729.0,1659.75,8000.0,15217.86,67087.8,948.15,80000.0,7499.45,6236.65,25,0.0,10,4.0
28.34751871,-81.55708765,302238606266.0,159000.0,8585.0,1525.42,0.0,2492.21,79689.53,659.32,80000.0,39288.9,5459.12,60,0.0,12,4.0
28.7549647,-81.57914388,102487200236.0,428000.0,9105.0,1460.62,0.0,304.96,40525.81,609.24,80000.0,12462.79,10684.7,6,0.0,3,3.5
28.55546308,-81.21009772,132173301333.0,284000.0,7592.0,1999.21,0.0,213.77,72285.2,4412.39,61429.95,8555.69,2044.59,40,0.0,3,4.0
28.52610548,-81.24861859,332354464677.0,277000.0,8798.0,1233.95,0.0,8896.4,63599.57,3490.35,47630.8,2254.76,10828.46,28,0.0,11,4.0
28.33261268,-81.22233414,152267247065.0,488000.0,8623.0,2096.64,0.0,25334.03,41261.96,962.52,80000.0,4430.45,1936.96,41,0.0,9,4.5
28.73582424,-81.25692475,272166400588.0,189000.0,7353.0,1641.09,8000.0,4295.89,36023.18,791.39,80000.0,3266.78,2100.94,41,0.0,5,3.0
28.53297603,-81.2640282,232090652455.0,322000.0,9095.0,2013.14,0.0,1365.31,64131.04,312.17,41802.9,3622.55,7626.71,56,0.0,5,4.5
28.39598105,-81.32462922,282378694527.0,519000.0,8592.0,2373.99,8000.0,10692.07,78229.72,3463.61,55863.74,819.92,1433.49,57,1.0,7,4.0
